pack_quantity,unit_type,normalized_price,calculation,confidence,notes,retailer_product_id,barcode,original_name,canonical_name,current_price,category,store_id
100,unit,27.0,"The product name 'גורדן קיסמי שיניים רגיל 100 יח' explicitly states '100 יח', indicating 100 units. The current price is per unit (₪0.27 ליחידה), so the normalized price is calculated as 100 units × ₪0.27 per unit.",high,"The product name clearly specifies the quantity as 100 units, and the per-unit pricing confirms this interpretation.",8676,7046110069202,גורדן קיסמי שיניים רגיל 100 יח,ג'ורדן קיסמי שיניים רגיל (₪0.27 ליחידה),0.27,טיפוח/היגיינת הפה/ניקוי דנטלי וקיסמי שיניים/קיסמי שיניים,52001
1,package,63.8,"The product name does not contain any explicit pack quantity indicators such as 'יחידות', 'מארז', or 'זוג'. It also does not contain volume or weight measurements that would suggest a different unit type. Therefore, it is assumed to be a single package.",medium,"The product is a sunscreen roll-on, which typically comes as a single unit. The lack of explicit pack indicators leads to the assumption of a single package.",8678,7290118205692,לייף רול און מ.הגנה SPF50 למבוגרים,און שקוף להגנה מהשמש למבוגרים SPF50 (₪63.80 ל-),63.8,טיפוח/הגנה מהשמש,52001
1,bottle,5.72,"The product name does not contain any explicit pack quantity indicators such as 'מארז', 'יחידות', or 'זוג'. The name suggests it is a shampoo product, which typically comes in a single bottle. Therefore, we assume a pack quantity of 1 with a unit type of 'bottle'.",high,"The product is a shampoo, which is typically sold as a single bottle unless otherwise specified.",8679,8006540431559,פנטן מיראקלס שמפו לחות וזוהר להזנה עמוקה,שמפו לחות וזוהר להזנה עמוקה (₪5.72 ל-),5.72,טיפוח/טיפוח שיער/שמפו,52001
1,package,107.87,"The product name 'אמוטופיק - קרם מגן ומרכך' does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product is a cream, which typically comes in a single package unless otherwise specified.",8681,5900717169135,פארמסריס אמוטופיק קרם מגן ומרכך,אמוטופיק - קרם מגן ומרכך (₪107.87 ל-),107.87,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,116.0,"The product name 'CLINIQUE TAKE THE DAY OFF מסיר איפור עיניים ושפתיים' suggests a liquid makeup remover, likely sold in a single bottle. No explicit pack indicators are present, but the nature of the product implies a single bottle.",high,"The product is a makeup remover, typically sold as a single bottle. No volume or weight is specified, but the assumption of a single bottle is reasonable.",8684,020714146559,קליניק טייק וה דיי אוף,CLINIQUE TAKE THE DAY OFF מסיר איפור עיניים ושפתיים (₪116 ל-),116.0,קוסמטיקה/טיפוח מותגי קוסמטיקה/ניקוי פנים,52001
1,package,47.87,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product name suggests a dental care product, likely a toothpaste or similar item, which typically comes in single packages.",8687,7290113560468,פרודונטקס שיקום חניכיים אקטיבי מלבינה,שיניים שיקום חניכיים אקטיבי מלבינה (₪47.87 ל-),47.87,טיפוח/היגיינת הפה/משחות שיניים/משחות שיניים לטיפול בחניכיים,52001
1,bottle,25.8,"The product name 'טפטפים משחת שיניים 2-6 50 מל' includes a volume measurement (50 מל), indicating it is a single bottle of toothpaste. No explicit pack quantity indicators are present, so we assume a single item.",high,"The product is a toothpaste with a specified volume, treated as a single bottle.",8688,7290014962521,טפטפים משחת שיניים 2-6 50 מל,שיניים לילדים ג'ל עם פלורואיד בטעם ענבים לגלאי2-6 (₪25.80 ל-),25.8,טיפוח/היגיינת הפה/משחות שיניים/משחות שיניים ילדים,52001
1,package,11.29,"The product name 'ביסלי ברביקיו 70 גרם' includes a weight measurement (70 גרם), which indicates it is a single package of a snack. There are no explicit pack quantity indicators, so it is assumed to be one package.",high,"The weight measurement suggests it is a single package of the snack, consistent with typical retail packaging for such items.",8694,7290115201680,ביסלי ברביקיו 70 גרם,ביסלי חטיף בטעם ברביקיו (₪11.29 ל-),11.29,מזון ומשקאות/חטיפים וממתקים/חטיפים מלוחים,52001
1,bottle,3.98,"The product name does not contain any explicit pack quantity indicators such as 'מארז', 'יחידות', or similar. The product is a shampoo, which is typically sold by volume. Therefore, it is assumed to be a single bottle. The current price is per bottle.",high,"The product is a shampoo, which is generally sold as a single bottle unless otherwise specified. No pack indicators are present, confirming the assumption of a single item.",8696,3600524163075,אלביב שמפו Hydra Hyaluronic ממלא בלחות,הידרה היאלורונית ממלא את השיער בלחות עד 72 שעות (₪3.98 ל-),3.98,טיפוח/טיפוח שיער/שמפו,52001
2,pair,20.9,"The product name 'גורדן מארז זוג מב.שיניים לילדים 3-5 ורוד' includes the word 'זוג', indicating a pack of 2 items. The current price is per unit, so the normalized price is calculated as 10.45 × 2.",high,"The term 'זוג' clearly indicates a pair, which aligns with the canonical name and pricing per unit.",8698,7290014331716,גורדן מארז זוג מב.שיניים לילדים 3-5 ורוד,ג'ורדן מארז מברשת שיניים לילדים 3-5 שנים (₪10.45 ליחידה),10.45,טיפוח/היגיינת הפה/מברשות שיניים/מברשות שיניים ילדים,52001
1,bottle,8.79,"The product name 'נייטשר נאט שמפו לשיער רגיל 750 מל' indicates a volume measurement of 750ml, which is not a pack quantity. Therefore, it is assumed to be a single bottle of shampoo.",high,"The product is a shampoo with a specified volume, indicating it is sold as a single bottle.",8701,7290014720107,נייטשר נאט שמפו לשיער רגיל 750 מל,שמפו לשיער רגיל (₪8.79 ל-),8.79,טיפוח/טיפוח שיער,52001
