pack_quantity,unit_type,normalized_price,calculation,confidence,notes,retailer_product_id,barcode,original_name,canonical_name,current_price,category,store_id
1,bottle,39.2,"The product name 'שמן חוחובה טהור' does not contain any explicit pack quantity indicators. It is a volume-based item (likely a liquid oil), so we assume it is one bottle.",high,"The product is a liquid oil, typically sold in bottles. No explicit pack indicators are present, and the price is given per bottle.",10396102,729010599814,Rosamix שמן חוחובה טהור (₪39.20 ל-),שמן חוחובה טהור (₪39.20 ל-),39.2,טיפוח/טיפוח גוף/שמן גוף,52001
1,package,13.8,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product name suggests a set or kit ('ערכת'), but without specific quantity indicators, it defaults to a single package assumption.",10396103,7290019228448,ערכת TO GO לעור הגוף והפנים – להכיר ולהתאהב (₪13.80 ליחידה),TO GO לעור הגוף והפנים – להכיר ולהתאהב (₪13.80 ליחידה),13.8,טיפוח/טיפוח גוף/מארזי טיפוח לגוף,52001
1,package,31.6,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product name suggests a single gift package for body care, which is a reasonable assumption for retail products without explicit quantity indicators.",10396104,7290019228585,מתנה טבעית מרגשת לטיפוח הגוף (₪31.60 ליחידה),טבעית מרגשת לטיפוח הגוף (₪31.60 ליחידה),31.6,טיפוח/טיפוח גוף/מארזי טיפוח לגוף,52001
1,package,24.95,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,The product is likely a single item based on the lack of explicit pack indicators.,10396105,7290012132964,Lovlis חמאת שיאה אורגנית טהורה (₪24.95 ל-),חמאת שיאה אורגנית טהורה (₪24.95 ל-),24.95,טיפוח/טיפוח גוף/קרם רב שימושי,52001
1,bottle,63.6,"The product name includes a volume measurement (250ML), indicating it is a single bottle. No other pack indicators are present.",high,"The product is a cream with a specified volume, typical for single bottle packaging.",10396106,1244444421413,הידרה קרם רגליים מקצועי לעור סדוק ויבש HYDRA הידרה 250ML 250 מ”ל (₪63.60 ל-),רגליים מקצועי לעור סדוק ויבש HYDRA הידרה 250ML 250 מ”ל (₪63.60 ל-),63.6,טיפוח/טיפוח גוף/קרם רגליים,52001
1,package,17.45,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product is a cream, which typically comes in a single container unless otherwise specified.",10396107,7290001271261,Olive קרם רב שימושי מועשר בשמן זית (₪17.45 ל-),קרם רב שימושי מועשר בשמן זית (₪17.45 ל-),17.45,טיפוח/טיפוח גוף/קרם רב שימושי,52001
1,package,9.25,"The product name 'קרם רב שימושי אורכידאה' does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product is a cream, which typically comes in a single package unless otherwise specified.",10396108,7290115042764,Best קרם רב שימושי אורכידאה (₪9.25 ל-),קרם רב שימושי אורכידאה (₪9.25 ל-),9.25,טיפוח/טיפוח גוף/קרם רב שימושי,52001
1,bottle,4.0,"The product name 'מדיגל בקבוק לאחסון חלב אם והאכלה' suggests a single bottle for storing and feeding breast milk. There are no explicit pack indicators or volume/weight measurements, so it is assumed to be a single item.",medium,"The product is likely a single bottle used for storage and feeding, priced per unit as indicated.",10396109,13661657004557,מדיגל בקבוק לאחסון חלב אם והאכלה (₪4 ליחידה),לאחסון חלב אם והאכלה (₪4 ליחידה),4.0,תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/בקבוקי תינוקות,52001
1,unit,645.0,"The product name 'pump pro double - ביאמבה פאמפ פרו משאבת חלב זוגית' does not contain any explicit pack quantity indicators such as 'מארז', 'יחידות', or 'זוג'. The term 'זוגית' suggests it is a double pump, but this refers to the type of product rather than the quantity of discrete items. Therefore, it is reasonable to assume the product is sold as a single unit.",medium,"The term 'זוגית' indicates the product is a double pump, but does not imply multiple discrete items in the package.",10396110,0693493220446,Biamba Biamba pump pro double - ביאמבה פאמפ פרו משאבת חלב זוגית (₪645 ליחידה),pump pro double - ביאמבה פאמפ פרו משאבת חלב זוגית (₪645 ליחידה),645.0,תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/משאבות חלב וציוד הנקה,52001
1,bottle,7.47,"The product name includes a volume measurement of 400 מ״ל, indicating it is a single bottle of liquid product. No other pack indicators are present.",high,"The product is a liquid soap, typically sold by volume, and the 400 מ״ל measurement confirms it is one bottle.",10396111,9720016092042,"אליסיום סבון טבעי לניקוי וחיטוי בקבוקים, מוצצים ומשאבות חלב 400 מ״ל (₪7.47 ל-)","טבעי לניקוי וחיטוי בקבוקים, מוצצים ומשאבות חלב 400 מ״ל (₪7.47 ל-)",7.47,תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/מברשות וסבון לבקבוקי תינוקות,52001
1,package,1290.0,"The product name does not contain any explicit pack quantity indicators such as units, capsules, or wipes. The mention of '1 ק""ג' is a weight measurement and not a pack quantity. Therefore, it is assumed to be a single package.",medium,"The product name includes a weight measurement, which is not used for determining pack quantity. No explicit pack indicators are present, so a default assumption of a single package is made.",10396112,1260360310013,"Baby Brezza Formula Pro Advanced פורמולה פרו אדוונס 2.9 (₪1,290 ל-1 ק""ג)","Pro Advanced פורמולה פרו אדוונס 2.9 (₪1,290 ל-)",1290.0,תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/מכשירים להכנת מזון תינוקות,52001
1,package,0.98,"The product name 'רפידות הנקה חד-פעמיות מארז' does not specify a discrete item count like units or capsules. The price is given per unit, suggesting the pack contains a single item or is priced individually.",medium,"The term 'מארז' suggests a package, but without a specific quantity, it's assumed to be a single package. The price per unit reinforces this assumption.",10396113,5350555013068,רפידות הנקה חד-פעמיות מארז (₪0.98 ליחידה),רפידות הנקה חד-פעמיות מארז (₪0.98 ליחידה),0.98,תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/רפידות ומגיני הנקה,52001
4,pad,198.0,"The product name 'מארז 2 זוגות רפידות הנקה יום' indicates a pack of 2 pairs of nursing pads. Each pair consists of 2 pads, so the total pack quantity is 2 pairs x 2 pads per pair = 4 pads. The current price is ₪49.5 per unit (pair), so the normalized price is 49.5 x 4 = 198.",high,"The term 'זוגות' clearly indicates pairs, and 'מארז 2 זוגות' specifies 2 pairs, leading to a total of 4 individual pads.",10396114,3700487045088,מארז 2 זוגות רפידות הנקה יום (₪49.50 ליחידה),מארז 2 זוגות רפידות הנקה יום (₪49.50 ליחידה),49.5,תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/רפידות ומגיני הנקה,52001
1,unit,41.0,"The product name does not contain any explicit pack quantity indicators such as 'מארז', 'יחידות', or 'זוג'. The price is given per unit (₪41 ליחידה), indicating that the product is sold individually. Therefore, the pack quantity is 1.",high,"The product is priced per unit, and there are no volume or weight measurements to consider. The term 'One size' suggests a single item configuration.",10396115,3700487061620,רפידת הנקה רב פעמיות דקיקות CURVE One size (₪41 ליחידה),רפידת הנקה רב פעמיות דקיקות CURVE One size (₪41 ליחידה),41.0,תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/רפידות ומגיני הנקה,52001
1,unit,0.98,"The product name 'רפידות הנקה חד פעמיות' does not contain explicit pack quantity indicators such as 'מארז', 'יחידות', or 'זוג'. The price is given per unit (₪0.98 ליחידה), indicating that the current price is for a single unit. Therefore, pack_quantity is set to 1.",medium,"The product is likely sold individually, as indicated by the per-unit pricing. No explicit pack quantity indicators are present in the name.",10396118,5350555013099,רפידות הנקה חד פעמיות (₪0.98 ליחידה),רפידות הנקה חד פעמיות (₪0.98 ליחידה),0.98,תינוקות ופעוטות/אוכל לתינוקות ומוצרי הנקה והאכלה/רפידות ומגיני הנקה,52001
2,pair,79.9,"The product name includes 'זוג', which indicates a pair, meaning there are 2 items in the pack. The current price is per unit, so the normalized price is calculated as 39.95 × 2.",high,"The term 'זוג' explicitly indicates a pair, making the pack quantity clear.",10396119,5713795252701,זוג מוצצים PINE/CORNFLOWE גודל 1 (₪39.95 ליחידה),זוג מוצצים PINE/CORNFLOWE גודל 1 (₪39.95 ליחידה),39.95,תינוקות ופעוטות/מוצצים ונשכנים/מוצצי לטקס,52001
2,pair,79.9,"The product name includes the word 'זוג', which means 'pair', indicating there are 2 items in the pack. The current price is per unit, so the normalized price is calculated as 39.95 × 2.",high,"The use of 'זוג' clearly indicates a pack of 2, and the price is given per unit, confirming the calculation.",10396120,5713795255184,זוג מוצצים DUSTYPINK/CORAL גודל 1 (₪39.95 ליחידה),זוג מוצצים DUSTYPINK/CORAL גודל 1 (₪39.95 ליחידה),39.95,תינוקות ופעוטות/מוצצים ונשכנים/מוצצי לטקס,52001
