pack_quantity,unit_type,normalized_price,calculation,confidence,notes,retailer_product_id,barcode,original_name,canonical_name,current_price,category,store_id
1,package,31.8,"The product name 'פה דאודורנט רול לגבר' does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product is a deodorant roll-on, which typically comes as a single item per package. No explicit pack indicators were found.",7434,4015000280372,פה דאודורנט רול לגבר,רול און לגבר 48 שעות (₪31.80 ל-),31.8,טיפוח/דאודורנטים/דאודורנט רול און,52001
1,bottle,3.78,"The product name includes a volume measurement (500 ml), indicating it is a single bottle. No explicit pack quantity indicators are present.",high,"The product is a liquid (תחליב רחצה), typically sold in bottles, and the volume measurement confirms it is one bottle.",7437,4005808920518,ניוואה תחליב רחצה סופט עם שמן שקדים 500,תחליב רחצה וטיפוח סופט עם שמן שקדים (₪3.78 ל-),3.78,טיפוח/אמבט וניקוי גוף/סבונים ותחליבי רחצה,52001
4,unit,89.92,"The product name includes 'רביעייה', which indicates a pack of 4 units. The current price is per unit, so the normalized price is calculated as 22.48 × 4.",high,"The term 'רביעייה' explicitly indicates a pack of four, providing high confidence in the pack quantity.",7439,7046110036464,ג'ורדן ראשים למברשת חשמלית הלבנה רביעייה,ג'ורדן ראשים למברשת שיניים חשמלית הלבנה רביעייה (₪22.48 ליחידה),22.48,טיפוח/היגיינת הפה/אביזרים למברשות שיניים/ראשים חלופיים למברשות שיניים מבוגרים,52001
1,package,10.85,"The product name 'פנינה קרם גוף 2' does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product name suggests a single item, but lacks explicit quantity indicators.",7442,7290002782759,פנינה קרם גוף 2,קרם גוף מספר 2 (₪10.85 ל-),10.85,טיפוח/טיפוח גוף/קרם גוף,52001
1,package,18.16,"The product name 'לנור כדוריות הבושם כותנה 495 גרם' includes a weight measurement (495 גרם), which indicates it is a single package of a weight-based item. Therefore, the pack quantity is 1.",high,"The weight measurement '495 גרם' confirms it is a single package, and there are no other pack indicators present.",7444,8700216704830,לנור כדוריות הבושם כותנה 495 גרם,בושם בניחוח כותנה (₪18.16 ל-),18.16,לבית/ניקיון ותחזוקת הבית/כביסה/חומרי בישום לכביסה,52001
1,package,8.2,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product is a hair mask, which typically comes in a single package unless otherwise specified.",7446,7290015293631,ד.פ.נטורל קר מסכה לשיער מתולתל,"ד""ר פישר נטורל קר מסכת החייאה לשיער מתולתל (₪8.20 ל-)",8.2,טיפוח/טיפוח שיער/תכשירים לטיפול וטיפוח השיער/מסיכות לשיער,52001
1,bottle,30.23,"The product name 'בפנטן סנסידיילי קרם לחות 400 מל' contains a volume measurement (400 מל), indicating it is a single bottle of cream. Therefore, pack_quantity is 1 and unit_type is 'bottle'.",high,"The volume measurement clearly indicates a single bottle, aligning with the rules for volume-based products.",7447,7290015876124,בפנטן סנסידיילי קרם לחות 400 מל,קרם לחות לעור יבש ומגורה במיוחד (₪30.23 ל-),30.23,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,7.95,"The product name 'ספריי לגבר אינוויזיבל פאוואר' suggests a spray bottle. No explicit pack quantity indicators are present, and the product type (spray) typically comes in a single bottle. Therefore, assume pack_quantity: 1, unit_type: 'bottle'.",medium,"The product is a spray, which usually comes in a single bottle. No volume or weight measurements are provided, so the assumption is based on typical packaging for this type of product.",7451,8690572783931,פה דאודורנט ספריי לגבר אינוויזיבל פאוואר,ספריי לגבר אינוויזיבל פאוואר (₪7.95 ל-),7.95,טיפוח/דאודורנטים/דאודורנט ספריי,52001
1,bottle,35.95,"The product name 'סקין 1004 סנטלה מדגסקר מי פנים 210 מל' includes a volume measurement (210 מל), indicating it is a single bottle of facial toner. No other pack indicators are present.",high,"The product is a liquid facial toner, typically sold by volume, hence classified as a single bottle.",7452,8809576261141,סקין 1004 סנטלה מדגסקר מי פנים 210 מל,MADAGASCAR CENTELLA מי פנים (₪35.95 ל-),35.95,קוסמטיקה/טיפוח מותגי קוסמטיקה/ניקוי פנים,52001
1,unit,4.66,"The product name does not contain explicit pack quantity indicators such as 'מארז', 'יחידות', or similar. The price is given per unit (₪4.66 ליחידה), indicating that the current price is already per individual item. Therefore, the pack quantity is assumed to be 1.",medium,"The product is likely sold as individual units, as indicated by the per-unit pricing. No explicit pack quantity indicators are present in the name.",7454,5029053527598,האגיס דריי נייט 8-13 בנים,האגיס האגיס דריי נייט תחתוני ספיגה להרטבת לילה לבנים גילאי 8-13 (‫₪4.66 ליחידה‬),4.66,בריאות/ספיגה ובריחת שתן/תחתוני ספיגה לילדים,52001
1,package,181.8,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product name suggests a skincare cream, which typically comes in a single package unless otherwise specified.",7456,7290002427032,מורז קרם פוליגונום ליום לעור רגיל/שמן,יום פוליגונום לעור רגיל עד שמן (₪181.80 ל-),181.8,טיפוח/טיפוח פנים,52001
1,bottle,28.36,"The product name 'ביודרמה סביום 250 מל H2O' contains a volume measurement of 250 ml, indicating it is a single bottle. No other pack indicators are present.",high,"The product is a liquid measured by volume, hence treated as a single bottle.",7457,3401572288297,ביודרמה סביום 250 מל H2O,H2O (₪28.36 ל-),28.36,טיפוח/טיפוח פנים/ניקוי פנים,52001
1,bottle,81.8,"The product name 'סרווה קרם ידיים משקם לעור יבש במיוחד 50' includes a volume measurement (50), which indicates the size of the bottle. There are no explicit pack quantity indicators such as 'מארז' or 'יחידות'. Therefore, it is assumed to be a single bottle.",high,The volume measurement suggests it is a single 50ml bottle of hand cream.,7459,3337875597319,סרווה קרם ידיים משקם לעור יבש במיוחד 50,קרם ידיים משקם לעור יבש במיוחד (₪81.80 ל-),81.8,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,29.9,"The product name includes a volume measurement (100 מל), indicating it is a single bottle. No other pack indicators are present.",high,"The product is a spray with a specified volume, treated as a single bottle.",7460,7290118207665,קאבלו תרסיס כיסוי שורשים חום בהיר 100 מל,תרסיס כיסוי שורשים חום בהיר (₪29.90 ל-),29.9,טיפוח/טיפוח שיער/צביעת השיער/כיסוי שורשים,52001
1,package,1307.5,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product name suggests a skincare item, which typically comes in single packages unless otherwise specified.",7463,4001638580144,וולדה קרם עיניים רימונים ושורש מאקה למיצ,"עיניים רימונים ושורש מאקה למיצוק העור (₪1,307.50 ל-)",1307.5,טיפוח/טיפוח פנים,52001
1,package,369.75,"The product name does not contain any explicit pack quantity indicators such as 'יחידות', 'מארז', or 'זוג'. It also does not contain volume or weight measurements. Therefore, it is assumed to be a single package.",medium,"The product appears to be a skincare item, likely sold as a single unit. The lack of explicit pack indicators suggests it is a standalone product.",7464,3282779206310,אוון הידרנס אופטימל קל UV20,לחות במרקם קל לעור רגיל עד מעורב 30 SPF (₪369.75 ל-),369.75,טיפוח/טיפוח פנים/קרם פנים,52001
1,package,41.06,"The product name 'דאודורנט ג'ל הגנה משולבת X5' does not contain any explicit pack quantity indicators such as units, capsules, or wipes. It also does not contain volume or weight measurements. Therefore, it is assumed to be a single package.",medium,"The product is a deodorant gel, which typically comes as a single item unless otherwise specified. The 'X5' in the name suggests a feature or formula type, not a pack quantity.",7466,7290103129378,ספיד סטיק 5X דאו גל,דאודורנט ג'ל הגנה משולבת X5 (₪41.06 ל-),41.06,טיפוח/דאודורנטים/דאודורנט ג'ל,52001
1,package,509.0,"The product name 'K- 3 פיתיון ג'ל' does not contain explicit pack quantity indicators such as units, capsules, or wipes. It also does not contain volume or weight measurements. Therefore, it is assumed to be a single package.",medium,"The product name suggests it is a type of bait gel, which typically comes in a single package. No explicit pack indicators were found.",7469,7290000292007,סנו K- 3 פיתיון גל,K- 3 פיתיון ג'ל (₪509 ל-),509.0,לבית/ניקיון ותחזוקת הבית/הרחקת מזיקים/קוטלי חרקים,52001
1,bottle,16.63,"The product name contains volume measurement '80%' and '20%', which are not explicit pack indicators. Therefore, it is treated as a single bottle of hair cream.",high,"The product is a hair cream with volume percentages mentioned, indicating a single bottle. No explicit pack quantity indicators are present.",7470,7290020092182,FIFI קרם לשיער 80% לחות משולבת ב 20% גלי,קרם לשיער 80% לחות משולבת ב 20% גלייז (₪16.63 ל-),16.63,טיפוח/טיפוח שיער/תכשירים לטיפול וטיפוח השיער/לחות לשיער,52001
1,package,20.16,"The product name 'אורביט באבל מינט בקבוקון' does not contain any explicit pack quantity indicators such as units, capsules, or wipes. It also does not contain volume or weight measurements, which would suggest a single item. Therefore, it is reasonable to assume this is a single package.",medium,"The product is likely a single package of chewing gum, as indicated by the term 'בקבוקון' (bottle), which often refers to a single container of gum.",7472,4009900482417,אורביט באבל מינט בקבוקון,אורביט גומי לעיסה בטעם פירות מרענן בקבוקון (₪20.16 ל-),20.16,מזון ומשקאות/חטיפים וממתקים/מסטיקים,52001
