pack_quantity,unit_type,normalized_price,calculation,confidence,notes,retailer_product_id,barcode,original_name,canonical_name,current_price,category,store_id
1,bottle,4.72,"The product name 'סנו ז`אוול 4 ליטר לימון' indicates a volume measurement of 4 liters, which is not a pack quantity. Therefore, it is treated as one bottle of 4 liters.",high,"The product is a liquid bleach with a specified volume, indicating it is sold as a single bottle.",3426,7290000288024,סנו ז`אוול 4 ליטר לימון,ז'אוול אקונומיקה בריח לימון (₪4.72 ל-),4.72,לבית/ניקיון ותחזוקת הבית/חומרי ניקוי/אקונומיקה,52001
1,bottle,34.0,"The product name does not contain any explicit pack quantity indicators such as units, capsules, or wipes. It does contain volume-related terms (e.g., gel), which suggests it is a single bottle of facial cleansing gel. Therefore, the pack quantity is assumed to be 1 bottle.",high,"The product is a facial cleansing gel, typically sold as a single bottle. No explicit pack indicators were found, and the presence of volume-related terms supports the assumption of a single bottle.",3428,4005900974563,ניוואה דרמה סקין קליר-גל לניקוי פנים עם,DERMA SKIN CLEAR ג'ל לניקוי פנים עם חומצה סליצילית & ניאצינמיד (₪34 ל-),34.0,קוסמטיקה/טיפוח מותגי קוסמטיקה/ניקוי פנים,52001
1,bar,27.26,"The product name 'פרוטאין מקס חטיף בטעם שוקולד וקרמל 62 גר' includes a weight measurement (62 גרם), indicating it is a single bar. No explicit pack indicators are present, so the default assumption is a single item.",high,"The weight measurement suggests it is a single protein bar, consistent with typical retail packaging for such products.",3431,7290019401049,פרוטאין מקס חטיף בטעם שוקולד וקרמל 62 גר,פרוטאין מקס חטיף על בסיס חלבונים בטעם שוקולד וקרמל (₪27.26 ל-),27.26,מזון ומשקאות/דגנים וחטיפים/חטיפי חלבון,52001
1,package,44.13,"The product name 'למון פרש-בניחוח לימון' does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product name suggests a scented product, likely a single item such as a spray or bottle, but without explicit volume or weight, defaulting to a single package.",3432,371687320744,סאן אין למון פרש-בניחוח לימון,למון פרש-בניחוח לימון (₪44.13 ל-),44.13,טיפוח/טיפוח שיער/צביעת השיער/איפור שיער וצביעה מהירה,52001
1,bottle,20.18,"The product name contains a volume measurement (500 ml), indicating it is a single bottle. Therefore, pack_quantity is 1 and unit_type is 'bottle'.",high,"The product is a liquid (bath oil) with a specified volume, which confirms it is sold as a single bottle.",3434,7290019502524,דר פישר אמול סנסיטיב שמן רחצה עדין 500 מ,שמן רחצה עדין (₪20.18 ל-),20.18,תינוקות ופעוטות/רחצת תינוקות/שמן רחצה לתינוק,52001
1,bottle,11.27,"The product name 'וולהפלקס ג'ל חזק במיוחד 150 מל' contains a volume measurement (150 מל), indicating it is a single bottle of gel. Therefore, the pack quantity is 1, and the unit type is 'bottle'.",high,"The volume measurement clearly indicates a single bottle, and there are no other pack indicators present.",3435,4064666594644,וולהפלקס ג'ל חזק במיוחד 150 מל,ג'ל חזק במיוחד (₪11.27 ל-),11.27,טיפוח/טיפוח שיער/תכשירים לעיצוב השיער/ג'ל לשיער,52001
1,package,121.0,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product is a body cream, which typically comes in a single package unless otherwise specified.",3436,3666057025990,קלרינס או רסורסנט קרם גוף,EAU RESSOURCANTE קרם גוף (₪121 ל-),121.0,קוסמטיקה/טיפוח מותגי קוסמטיקה/טיפוח גוף,52001
1,bottle,31.8,"The product name 'פה רול און פינק פארדייס 50 מל' includes a volume measurement (50 מל), indicating it is a single bottle of roll-on deodorant. No explicit pack quantity indicators are present, so it is treated as one bottle.",high,"The volume measurement confirms it is a single item, typical for roll-on deodorants.",3438,5410091648176,פה רול און פינק פארדייס 50 מל,רול און פינק (₪31.80 ל-),31.8,טיפוח/דאודורנטים/דאודורנט רול און,52001
1,bar,24.33,"The product name 'מקס ברנר טבלת שוקולד מריר מעולה 70%' does not contain any explicit pack quantity indicators such as units, capsules, or wipes. It is a chocolate bar, which is typically sold as a single item. The weight or volume is not specified, but it is reasonable to assume it is a single bar based on the product type.",medium,"The product is a chocolate bar, which is generally sold individually unless specified otherwise. No explicit pack indicators are present.",3441,7290112914705,מקס ברנר טבלת שוקולד מריר מעולה 70%,טבלת שוקולד מריר מעולה 70% מוצקי קקאו (₪24.33 ל-),24.33,מזון ומשקאות/שוקולד/טבלאות שוקולד,52001
31,diaper,26.04,"The product name 'בייביז דריי פרוטקט חיתולים מידה 4+ 31 יח' explicitly states '31 יח', indicating 31 units (diapers). The current price is ₪0.84 per unit, so the normalized price is 31 units × ₪0.84 = ₪26.04.",high,"The product name clearly specifies the number of diapers, allowing for a high confidence in the pack quantity and calculation.",3442,7290114965538,בייביז דריי פרוטקט חיתולים מידה 4+ 31 יח,בייביז דריי פרוטקט חיתולים מידה 4+ (₪0.84 ליחידה),0.84,תינוקות ופעוטות/החתלה/חיתולים 3-7,52001
