pack_quantity,unit_type,normalized_price,calculation,confidence,notes,retailer_product_id,barcode,original_name,canonical_name,current_price,category,store_id
1,package,106.0,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product appears to be a cream, which is typically sold as a single unit unless otherwise specified.",2614,5410103161617,לוריאל פעולה משולשת יבש ועדין,L'OREAL PARIS TRIPLE ACTIVE קרם יום עם הפעולה המשולשת לעור יבש (₪106 ל-),106.0,קוסמטיקה/טיפוח מותגי קוסמטיקה/קרמים/קרם לחות/ליום,52001
1,package,44.0,"The product name does not contain any explicit pack quantity indicators such as units, capsules, or wipes. It also does not contain volume or weight measurements. Therefore, it is assumed to be a single package.",medium,"The product is a type of candy (סוכריות מציצה), which typically comes in packages. Without explicit pack indicators, it is reasonable to assume a single package.",2618,7296168510014,קפטנס צויס סוכריות מנטה,סוכריות מציצה מרעננות בטעם מנטה ללא תוספת סוכר (₪44 ל-),44.0,מזון ומשקאות/חטיפים וממתקים/סוכריות,52001
1,bottle,1.88,"The product name contains a volume measurement (900 מל), indicating it is a single bottle of fabric softener. No explicit pack quantity indicators are present, so the default assumption is one bottle.",high,"The product is a liquid fabric softener, typically sold by volume. The presence of '900 מל' confirms it is a single bottle.",2620,7290017457734,סוד מרכך מרוכז ורוד +20% בושם 900 מל,כביסה מרוכז ורוד ניחוח מתמשך (₪1.88 ל-),1.88,לבית/ניקיון ותחזוקת הבית/כביסה/מרככי כביסה,52001
36,diaper,56.88,"The product name indicates '36 יח' which means 36 units (diapers). The current price is given per unit (₪1.58 ליחידה), so the normalized price is calculated as 36 units × ₪1.58 per unit.",high,"The product name clearly specifies the number of diapers, and the price per unit is explicitly provided.",2623,7290000205915,האגיס אקסטרה קר מידה 4          36 יח,אקסטרה קר חיתולים מידה 4 8- 36 חיתולים (₪1.58 ליחידה),1.58,תינוקות ופעוטות/החתלה/חיתולים 3-7,52001
1,bottle,33.2,"The product name includes a volume measurement (75 ml), indicating it is a single bottle of toothpaste. No explicit pack quantity indicators are present.",high,"The product is a toothpaste with a specified volume, which is treated as a single bottle.",2624,7509546691534,קולגייט משחת שיניים טוטל פחם לניקוי 75,שיניים טוטאל הגנה פעילה פחם לניקוי עמוק (₪33.20 ל-),33.2,טיפוח/היגיינת הפה/משחות שיניים,52001
1,package,7.27,"The product name 'לוקיטוס גומי בטעם פירות-נקודות 150 גרם' contains a weight measurement (150 גרם), which indicates the weight of the product, not the pack quantity. No explicit pack quantity indicators are present, so we assume a single package.",high,"The weight measurement suggests this is a single package of gummy candies, consistent with typical retail packaging for such products.",2625,7290019870579,לוקיטוס גומי בטעם פירות-נקודות 150 גרם,לוקיטוס סוכריות גומי בטעם פירות בצורת נקודות (₪7.27 ל-),7.27,מזון ומשקאות/חטיפים וממתקים/סוכריות,52001
2,pair,59.9,"The product name includes 'זוג', indicating a pack of 2 items. The current price is per unit, so the normalized price is calculated as 29.95 × 2.",high,"The term 'זוג' clearly indicates a pair, which is consistent with the canonical name and pricing per unit.",2633,5901691853829,לאבי זוג מוצצי סיליקון הרמוניה 3-6 אפור,מוצצי סיליקון מהדורת הרמוניה 3-6 אפור זוג (₪29.95 ליחידה),29.95,תינוקות ופעוטות/מוצצים ונשכנים/מוצצי סיליקון,52001
1,package,13.32,"The product name 'לאב ליין וויט דאודורנט ספריי' does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package of deodorant spray.",medium,Deodorant sprays are typically sold as single units unless otherwise specified.,2637,7290014454132,לאב ליין וויט דאודורנט ספריי,ליין לאבליין white דאודורנט ספריי (₪13.32 ל-),13.32,טיפוח/דאודורנטים/דאודורנט ספריי,52001
2,pair,20.9,"The product name includes 'זוג', indicating a pair of toothbrushes. Therefore, pack_quantity is 2. The current price is per unit, so the normalized price is 10.45 * 2.",high,"The term 'זוג' clearly indicates a pair, making the pack quantity determination straightforward.",2638,7290108353419,אורביטול זוג מברשות שיניים להלבנה,שיניים עם סיבי הלבנה ספירליים לשיניים לבנות יותר סופט אריזת זוג (₪10.45 ליחידה),10.45,טיפוח/היגיינת הפה/מברשות שיניים/מברשות שיניים מבוגרים,52001
1,bottle,5.18,"The product name contains a volume measurement (500 מל), indicating it is a single bottle of body cream. No other pack indicators are present.",high,"The product is a body cream with a specified volume, treated as a single bottle.",2641,7290104965630,קרליין קרם גוף 500 מל YLANG YLANG,גוף YLANG YLANG (₪5.18 ל-),5.18,טיפוח/טיפוח גוף/קרם גוף,52001
