pack_quantity,unit_type,normalized_price,calculation,confidence,notes,retailer_product_id,barcode,original_name,canonical_name,current_price,category,store_id
1,bar,14.36,"The product name does not contain any explicit pack quantity indicators such as 'מארז', 'יחידות', or 'זוג'. It also does not contain volume or weight measurements that would suggest a different unit type. Given that it is a solid soap ('סבון מוצק'), it is reasonable to assume it is sold as a single bar.",medium,"The product is a solid soap bar, typically sold individually unless otherwise specified.",10395338,837524004241,Nesti Dante סבון מוצק villa sole פרזיה כחולה מהאיים האיאוליים (₪14.36 ל-),סבון מוצק villa sole פרזיה כחולה מהאיים האיאוליים (₪14.36 ל-),14.36,טיפוח/אמבט וניקוי גוף/סבון מוצק,52001
1,package,41.45,"The product name does not contain explicit pack quantity indicators such as 'מארז X' or 'X יחידות'. It also does not contain volume or weight measurements that would suggest a different unit type. Therefore, it is assumed to be a single package.",medium,"The product name suggests a set of natural solid and liquid soaps, but without explicit pack indicators, it defaults to a single package assumption.",10395339,837524004259,Nesti Dante Villa Sole מארז סבונים מוצק ונוזלי טבעיים בניחוח תפוז ופריחת הדס (₪41.45 ליחידה),Sole מארז סבונים מוצק ונוזלי טבעיים בניחוח תפוז ופריחת הדס (₪41.45 ליחידה),41.45,טיפוח/אמבט וניקוי גוף/סבון ידיים נוזלי,52001
1,package,41.45,"The product name does not contain explicit pack quantity indicators such as 'מארז 3' or '150 יחידות'. It also does not contain volume or weight measurements that would suggest a single bottle or package. Therefore, it is reasonable to assume this is a single package of the product.",medium,"The product name suggests a combination of liquid and solid soap, but without explicit quantity indicators, it defaults to a single package assumption.",10395340,837524004233,Nesti Dante Villa Sole מארז סבון נוזלי ומוצק טבעיים בניחוח פריחת צבר ופטל (₪41.45 ליחידה),Sole מארז סבון נוזלי ומוצק טבעיים בניחוח פריחת צבר ופטל (₪41.45 ליחידה),41.45,טיפוח/אמבט וניקוי גוף/סבון ידיים נוזלי,52001
1,package,41.45,"The product name does not contain explicit pack quantity indicators such as 'מארז 3' or '150 יחידות'. It also does not contain volume or weight measurements that would suggest a different unit type. Therefore, it is assumed to be a single package.",medium,"The product name suggests a set of soaps, but without explicit quantity indicators, it is reasonable to assume it is sold as a single package.",10395341,837524004235,Nesti Dante Villa Sole מארז סבונים מוצק ונוזלי טבעיים בניחוח פרזיה כחולה יוקרתית (₪41.45 ליחידה),Nesti Dante Villa Sole מארז סבונים מוצק ונוזלי טבעיים בניחוח פרזיה כחולה יוקרתית (₪41.45 ליחידה),41.45,טיפוח/אמבט וניקוי גוף/סבון ידיים נוזלי,52001
1,bar,14.36,"The product name 'סבון מוצק טבעי זהב 23K ואיריס' does not contain any explicit pack quantity indicators or volume/weight measurements. As it is a solid soap bar, it is reasonable to assume it is sold as a single bar.",medium,Assumed single bar of soap due to lack of explicit pack indicators and typical retail packaging for soap bars.,10395342,837524000830,Nesti Dante סבון מוצק טבעי זהב 23K ואיריס (₪14.36 ל-),סבון מוצק טבעי זהב 23K ואיריס (₪14.36 ל-),14.36,טיפוח/אמבט וניקוי גוף/סבון מוצק,52001
1,bottle,45.83,"The product name contains no explicit pack quantity indicators and includes a volume measurement (implied by the context of a liquid soap). Therefore, it is treated as a single bottle.",high,"The product is a liquid soap, which typically comes in a single bottle. The price is given per bottle.",10395343,1225525510042,יערות מורינגה 100% סבון רחצה טבעי מורינגה (₪45.83 ל-),יערות מורינגה 100% סבון רחצה טבעי מורינגה (₪45.83 ל-),45.83,טיפוח/אמבט וניקוי גוף/סבון מוצק,52001
1,bottle,15.0,"The product name contains a volume measurement (implied by 'סבון'), indicating it is a liquid product. No explicit pack quantity indicators are present, so it is assumed to be a single bottle.",high,"The product is a liquid soap, typically sold in bottles. The price is given per bottle.",10395344,7290012930492,Care&Beauty Line סבון ים המלח גליצרין לפנים ולגוף (₪15 ל-),Care&Beauty Line סבון ים המלח גליצרין לפנים ולגוף (₪15 ל-),15.0,טיפוח/אמבט וניקוי גוף/סבון מוצק,52001
1,bar,11.16,The product name 'סבון מוצק Chic מור פצ'ולי וג'ינג'ר' does not contain any explicit pack quantity indicators or volume/weight measurements. It is reasonable to assume this is a single bar of soap.,medium,"The product is a solid soap bar, typically sold individually unless otherwise specified.",10395345,837524001158,Nesti Dante סבון מוצק Chic מור פצ'ולי וג'ינג'ר (₪11.16 ל-),סבון מוצק Chic מור פצ'ולי וג'ינג'ר (₪11.16 ל-),11.16,טיפוח/אמבט וניקוי גוף/סבון מוצק,52001
1,bar,11.56,"The product name 'Nesti Dante סבון מוצק Chic היביסקוס, חלב באובב ופרזיה' does not contain any explicit pack quantity indicators or volume/weight measurements. Given that it is a solid soap bar, it is reasonable to assume it is sold as a single bar.",medium,Assumed single bar of soap due to lack of explicit pack indicators and typical retail packaging for soap bars.,10395346,837524001165,"Nesti Dante סבון מוצק Chic היביסקוס, חלב באובב ופרזיה (₪11.56 ל-)","Nesti Dante סבון מוצק Chic היביסקוס, חלב באובב ופרזיה (₪11.56 ל-)",11.56,טיפוח/אמבט וניקוי גוף/סבון מוצק,52001
1,bottle,29.0,"The product name 'Sabon Olive Bliss סבון נוזלי על בסיס שמנים' does not contain any explicit pack quantity indicators. It is a liquid soap, which is typically sold by volume. Therefore, it is assumed to be one bottle of liquid soap.",high,"The product is a liquid soap, which is usually sold in bottles. No explicit pack quantity indicators are present, but the volume-based nature of the product suggests it is sold as a single bottle.",10395347,7290118806103,Sabon Olive Bliss סבון נוזלי על בסיס שמנים (₪29 ל-),סבון נוזלי על בסיס שמנים (₪29 ל-),29.0,טיפוח/אמבט וניקוי גוף/סבונים ותחליבי רחצה,52001
