pack_quantity,unit_type,normalized_price,calculation,confidence,notes,retailer_product_id,barcode,original_name,canonical_name,current_price,category,store_id
1,package,41.43,"The product name does not contain any explicit pack quantity indicators such as units, capsules, or wipes. It also does not contain volume or weight measurements that would suggest a different unit type. Therefore, it is assumed to be a single package.",medium,"The product is a hand cream, which is typically sold as a single package unless otherwise specified.",10396154,7290015198912,דן פארם קרם ידיים לטיפול מקיף בעור מכיל אובלפיכה + קלנדולה (₪41.43 ל-),קרם ידיים לטיפול מקיף בעור מכיל אובלפיכה + קלנדולה (₪41.43 ל-),41.43,בריאות/תרופות ללא מרשם/עור,52001
1,package,55.56,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product name suggests a single item for protection and soothing, typical for retail products without explicit pack indicators.",10396155,7290017438078,דן פארם תושיה - להגנה מעקיצות והרגעת העור (₪55.56 ל-),תושיה - להגנה מעקיצות והרגעת העור (₪55.56 ל-),55.56,בריאות/תרופות ללא מרשם/עור,52001
1,package,0.89,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product description suggests it is a natural remedy, likely sold as a single package without discrete units like capsules or tablets.",10396156,7290006534125,"נופר מוצרים טבעיים אסמדנית - מכיל צמחים הידועים כמסייעים בשיעול ,אסטמה ובעיות בנשימה, 100% רכיבים טבעיים (₪0.89 ליחידה)","טבעיים אסמדנית - מכיל צמחים הידועים כמסייעים בשיעול ,אסטמה ובעיות בנשימה, 100% רכיבים טבעיים (₪0.89 ליחידה)",0.89,בריאות/תרופות ללא מרשם/נשימה ואף,52001
3,pack,1.02,"The product name includes 'מארז 3', indicating a pack of 3. The current price is ₪0.34 per unit, so the normalized price is 0.34 × 3 = 1.02.",high,The explicit mention of 'מארז 3' provides a clear indication of the pack quantity.,10396157,7290019501688,"ד""ר פישר פרוקטו סופט מגבונים נשטפים ומתכלים באסלה - מארז 3 * = (₪0.34 ליחידה)","ד""ר פישר פרוקטו סופט מגבונים נשטפים ומתכלים באסלה - מארז 3 * = (₪0.34 ליחידה)",0.34,בריאות/תרופות ללא מרשם/טחורים/תכשירים נגד טחורים,52001
20,unit,160.0,"The product name explicitly states '20 פתילות', indicating 20 units. The price per unit is ₪8, so the normalized price is 20 units × ₪8 per unit = ₪160.",high,"The product name clearly specifies the number of units, and the per-unit pricing matches the given information.",10396158,7290017957210,פתילות למניעת הריון ללא הורמונים לשימוש בנרתיק 20 פתילות (₪8 ליחידה),ANIDEX - פתילות למניעת הריון ללא הורמונים לשימוש בנרתיק 20 פתילות (‫₪8 ליחידה‬),8.0,בריאות/תרופות ללא מרשם/מניעת הריון,52001
1,bottle,138.4,"The product name 'סירופ LIPO IRON ליפוזומלי' suggests a liquid product, likely in a bottle. No explicit pack quantity indicators are present, and the price is given per bottle.",high,"The product is a syrup, which typically comes in a single bottle. The price is given per bottle, aligning with the assumption of a single unit.",10396159,7290019193227,סירופ LIPO IRON ליפוזומלי (₪138.40 ל-),סירופ LIPO IRON ליפוזומלי (₪138.40 ל-),138.4,בריאות/תוספי תזונה/מינרלים/ברזל,52001
1,package,1.16,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product name 'קפה קופי פרו - Coffee PRO' does not provide specific information about the number of units or volume/weight, leading to the assumption of a single package.",10396160,7290020146656,BioLabs קפה קופי פרו - Coffee PRO (₪1.16 ל-),קפה קופי פרו - Coffee PRO (₪1.16 ל-),1.16,בריאות/תוספי תזונה/דיאטה,52001
2,pair,5.52,"The product name includes 'מארז זוג 144 כמוסות', indicating a pack of 2 pairs of 144 capsules each. The price is given per capsule (₪2.76), so the total price for the pair is 2 pairs × 144 capsules × ₪2.76 per capsule.",high,"The explicit mention of 'מארז זוג' clearly indicates the pack quantity as 2 pairs, and the price per capsule is provided, allowing for a precise calculation.",10396161,72900057141082,"שורשים N Belly קומפלקס צמחים, חומצה לינולאית, חומץ תפוחים, ל-קרניטין ומגנזיום - מארז זוג 144 כמוסות (₪2.76 ליחידה)","N Belly קומפלקס צמחים, חומצה לינולאית, חומץ תפוחים, ל-קרניטין ומגנזיום - מארז זוג 144 כמוסות (₪2.76 ליחידה)",2.76,בריאות/תוספי תזונה/דיאטה,52001
30,capsule,18900.0,"The product name explicitly states '30 קפסולות', indicating a pack of 30 capsules. Therefore, pack_quantity is 30. The normalized price is calculated as current_price (₪630) multiplied by pack_quantity (30).",high,"The product name clearly specifies the number of capsules, allowing for a high confidence interpretation.",10396162,7290019827115,קפסולות ProBiotics+ 30 קפסולות (₪630 ל-),קפסולות ProBiotics+ 30 קפסולות (₪630 ל-),630.0,בריאות/תוספי תזונה/עיכול/פרוביוטיקה לגברים,52001
20,tablet,19.2,"The product name 'טבליות גלוקוז 4 גר-פטל-20 יח' indicates 20 tablets. The price per unit is ₪0.96, so the normalized price is 20 tablets × ₪0.96 per tablet = ₪19.2.",high,"The product name explicitly states '20 יח', which means 20 units, and the unit type is 'tablet'.",10396163,7290011606312,גלוקוסטנדרט גלוקוצויס טבליות גלוקוז 4 גר-פטל-20 יח (₪0.96 ליחידה),טבליות גלוקוז 4 גר-פטל-20 יח (₪0.96 ליחידה),0.96,בריאות/תוספי תזונה/סכרת,52001
