pack_quantity,unit_type,normalized_price,calculation,confidence,notes,retailer_product_id,barcode,original_name,canonical_name,current_price,category,store_id
4,unit,20.88,"The product name 'גורדן רביעייה מברשות שיניים אולטימייט יו' indicates a pack of four toothbrushes (רביעייה means quartet or four). The price per unit is given as ₪5.22, so the total price for the pack is 4 units × ₪5.22 per unit = ₪20.88.",high,"The term 'רביעייה' clearly indicates a pack of four, and the per-unit pricing confirms the calculation.",8898,7046110075036,גורדן רביעייה מברשות שיניים אולטימייט יו,ג'ורדן מברשת שיניים אולטימייט יו אריזת רביעייה (₪5.22 ליחידה),5.22,טיפוח/היגיינת הפה/מברשות שיניים/מברשות שיניים מבוגרים,52001
1,bottle,12.07,"The product name includes '150', which is a volume measurement (150 ml) and not a pack quantity. Therefore, it is treated as a single bottle of deodorant.",high,"The product is a spray deodorant with a specified volume of 150 ml, indicating it is a single bottle.",8899,8720181058004,אקס דאודורנט ספריי דארק טמפטיישן לגבר150,ספריי אנטיפרספירנט דארק טמפטיישן (₪12.07 ל-),12.07,טיפוח/דאודורנטים/דאודורנט ספריי,52001
1,bottle,19.54,"The product name 'אבלון אורגניקס שמפו קשקשים' does not contain any explicit pack quantity indicators such as units, capsules, or wipes. It is a shampoo, which is typically sold by volume. Assuming it is a single bottle based on the nature of the product.",high,"Shampoo is generally sold in bottles, and no other pack indicators are present.",8900,654749361061,אבלון אורגניקס שמפו קשקשים,שמפו קשקשים (₪19.54 ל-),19.54,טיפוח/טיפוח שיער,52001
1,bottle,1159.5,"The product name contains a volume measurement 'מל20', indicating a 20ml bottle. No explicit pack quantity indicators are present, so the default assumption is one bottle.",high,"The product is a volume-based item, hence treated as a single bottle.",8903,3337875796583,וישי ליפטאקטיב סופרים ויטמין C מל20,"ליפטאקטיב סופרים ויטמין C (₪1,159.50 ל-)",1159.5,טיפוח/טיפוח פנים/סרום פנים,52001
1,bottle,37.8,"The product name 'קולגייט משחת ילדים טוטאל 7-12 50 מל' contains a volume measurement (50 מל), indicating it is a single bottle of toothpaste. No other pack indicators are present.",high,"The volume measurement suggests a single item, consistent with typical packaging for toothpaste.",8904,8718951433120,קולגייט משחת ילדים טוטאל 7-12 50 מל,שיניים ילדים טוטאל לגילאי 7-12 שנים (₪37.80 ל-),37.8,טיפוח/היגיינת הפה/משחות שיניים/משחות שיניים ילדים,52001
1,bottle,9.97,"The product name 'לייף סדרת מאסק - חמאת גוף 350 מל' contains a volume measurement (350 מל), indicating it is a single bottle of body butter. No explicit pack quantity indicators are present, so the default is one bottle.",high,"The volume measurement clearly indicates a single bottle, aligning with the rules for volume-based products.",8907,7290119917556,לייף סדרת מאסק - חמאת גוף  350 מל,גוף בניחוח מאסק (₪9.97 ל-),9.97,קוסמטיקה/טיפוח מותגי קוסמטיקה/טיפוח גוף,52001
1,bottle,2.7,"The product name does not contain any explicit pack quantity indicators such as 'מארז', 'יחידות', or similar. It does not specify a volume or weight measurement either, but given that it is a body wash (תחליב רחצה), it is reasonable to assume it is sold as a single bottle.",medium,"Assumed single bottle due to product type (body wash), which typically comes in individual bottles.",8911,7290019075608,אפקטיב קר תחליב רחצה לגוף - תה ירוק ויטמ,"ד""ר פישר אפקטיב קר תחליב רחצה לגוף מועשר בתה ירוק ויסמין (₪2.70 ל-)",2.7,טיפוח/אמבט וניקוי גוף/סבונים ותחליבי רחצה,52001
1,bottle,1.88,"The product name 'סוד מרכך כביסה מרוכז בייבי 900 מל' contains a volume measurement (900 מל), indicating it is a single bottle of fabric softener. Therefore, pack_quantity is 1 and unit_type is 'bottle'.",high,"The product is a liquid fabric softener, typically sold in bottles, and the volume measurement confirms it is a single bottle.",8917,7290100924631,סוד מרכך כביסה מרוכז בייבי 900 מל,כביסה לבגדיי תינוקות ובעלי עור רגיש (₪1.88 ל-),1.88,לבית/ניקיון ותחזוקת הבית/כביסה/מרככי כביסה,52001
1,bottle,13.63,"The product name contains a volume measurement (300 מל), indicating it is a single bottle of 300ml. No explicit pack quantity indicators are present.",high,"The product is a hair mask with a specified volume, typical for single-item packaging.",8919,8700216233521,פנטן מיראקלס מסכה ללחות עמוקה 300 מל,מסכה ללחות עמוקה (₪13.63 ל-),13.63,טיפוח/טיפוח שיער/תכשירים לטיפול וטיפוח השיער/מסיכות לשיער,52001
1,package,15.8,"The product name does not contain any explicit pack quantity indicators such as 'יחידות', 'מארז', or 'זוג'. It also does not contain volume or weight measurements that would suggest a different unit type. Therefore, it is assumed to be a single package.",medium,"The product is a type of snack, which typically comes in single packages unless otherwise specified.",8920,7290118202875,לייף וולנס פריכיות מיני מדגנים וקינואה,פריכיות מיני מדגנים וקינואה בתיבול קינמון וסוכר חום (₪15.80 ל-),15.8,מזון ומשקאות/קרקרים ופריכיות/פריכיות,52001
1,bottle,740.0,"The product name contains a volume measurement (15 מל), indicating it is a single bottle of serum. No other pack indicators are present.",high,"The volume measurement suggests it is a single bottle, which aligns with typical packaging for serums.",8927,4005900972248,ניוואה Q10 סרום למילוי קמטים 15 מל,Q10 סרום למילוי קמטים (₪740 ל-),740.0,קוסמטיקה/טיפוח מותגי קוסמטיקה/סרום וטיפול בעור,52001
1,unit,1.98,"The product name does not contain any explicit pack quantity indicators such as 'יחידות', 'מארז', or 'זוג'. It also does not contain volume or weight measurements. Therefore, it is assumed to be a single unit based on the canonical name and per-unit pricing provided.",medium,"The product is likely sold as individual units, as indicated by the per-unit pricing in the canonical name.",8929,7290114964128,סאנדיי כריות ספוג עם סקוטש אנטיבקטריאליו,ספוג עם סקוטש אנטיבקטריאליות (₪1.98 ליחידה),1.98,לבית/ניקיון ותחזוקת הבית/ניקוי כלים/כריות יפניות,52001
1,package,33.6,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product is a facial mask, which is typically sold as a single item unless otherwise specified.",8931,8809738325551,סו.קו מסכת חימר ורוד לניקוי ומיצוק העור,מסכת חימר ורוד לניקוי ומיצוק העור (₪33.60 ל-),33.6,קוסמטיקה/טיפוח מותגי קוסמטיקה/ניקוי פנים,52001
1,bottle,15.98,"The product name 'שמן אמבט לתינוקות וילדים' suggests a liquid product, likely sold in a single bottle. No explicit pack quantity indicators are present, and the price is given per unit. Therefore, assume one bottle.",high,"The product is a bath oil for babies and children, typically sold in single bottles. The price is given per bottle.",8932,7290008116862,בלנאום שמן רחצה יומיומי לתינוקות וילדים,שמן אמבט לתינוקות וילדים (₪15.98 ל-),15.98,תינוקות ופעוטות/רחצת תינוקות/שמן רחצה לתינוק,52001
1,bottle,4.63,"The product name 'פלמוליב סבון ידיים אקווריום 300 מל' contains a volume measurement (300 מל), indicating it is a single bottle of liquid soap. Therefore, pack_quantity is 1 and unit_type is 'bottle'.",high,"The volume measurement clearly indicates a single bottle, aligning with the rules for volume-based products.",8935,7290107973038,פלמוליב סבון ידיים אקווריום 300 מל,ידיים אקווריום להזנת העור (₪4.63 ל-),4.63,טיפוח/אמבט וניקוי גוף/סבון ידיים נוזלי,52001
1,package,102.0,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product is a day cream, which typically comes in a single package unless otherwise specified.",8941,7290104964084,קרליין מולטי אפקט קרם יום SPF25,MULTI EFFECT קרם יום SPF25 (₪102 ל-),102.0,קוסמטיקה/טיפוח מותגי קוסמטיקה/קרמים/קרם לחות/ליום,52001
1,package,39.8,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product is a deodorant stick, which typically comes as a single item. No explicit pack indicators were found in the name.",8945,7290118204206,לייף דאודורנט סטיק לגבר RELAXED,סטיק לגבר RELAXED (₪39.80 ל-),39.8,טיפוח/דאודורנטים/דאודורנט סטיק,52001
3,unit,167.88,"The product name 'וולדה קרם קלנדולה החתלה שלישיה' indicates a pack of three items ('שלישיה' means 'trio' or 'three items'). Therefore, the pack_quantity is 3. The normalized price is calculated as current_price (₪55.96) multiplied by pack_quantity (3), resulting in ₪167.88.",high,"The term 'שלישיה' clearly indicates a pack of three, providing high confidence in the pack quantity determination.",8946,7290014626058,וולדה קרם קלנדולה החתלה שלישיה,קלנדולה החתלה לתינוק אריזת שלישייה (₪55.96 ל-),55.96,טיפוח/דרמוקוסמטיקה/טיפוח לילדים ותינוקות דרמוקוסמטיקה,52001
1,package,518.0,"The product name does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product is a day cream, which is typically sold as a single unit unless otherwise specified.",8947,7290110453930,גייד הידרה סובלים תמצית רימונים קרם יום,GA-DE HYDRA SUBLIME קרם יום לכל סוגי העור תמצית רימונים (₪518 ל-),518.0,קוסמטיקה/טיפוח מותגי קוסמטיקה/קרמים/קרם לחות/ליום,52001
1,bottle,1.99,"The product name 'כיף תחליב רחצה אפרסק וחמאת מורומורו 700' includes a volume measurement of 700 ml, indicating it is a single bottle. Therefore, pack_quantity is 1 and unit_type is 'bottle'.",high,"The volume measurement '700' suggests a single bottle of 700 ml, which aligns with the pricing pattern for volume-based products.",8952,7290108356489,כיף תחליב רחצה אפרסק וחמאת מורומורו 700,רחצה אפרסק וחמאת מורומורו (₪1.99 ל-),1.99,טיפוח/אמבט וניקוי גוף/סבונים ותחליבי רחצה,52001
1,package,666.67,"The product name does not contain any explicit pack quantity indicators such as 'יחידות', 'מארז', or 'זוג'. It also does not contain volume or weight measurements that would suggest a different unit type. Therefore, it is assumed to be a single package.",medium,"The product is a lip balm, which is typically sold as a single item unless otherwise specified.",8953,3666057247422,קלרנס הידרה אסנשיאל באלם לחות לשפתיים,HYDRA-ESSENTIEL באלם לחות לשפתיים (₪666.67 ל-),666.67,קוסמטיקה/טיפוח מותגי קוסמטיקה/טיפוח שפתיים,52001
1,bottle,2.65,"The product name does not contain any explicit pack quantity indicators such as 'יחידות' or 'מארז'. It is a liquid product, likely sold in a single bottle. Therefore, assume pack_quantity: 1 and unit_type: 'bottle'.",high,"The product is a fabric softener and fragrance for dryers, typically sold in bottles. No explicit pack indicators are present, and the price is given per unit, suggesting a single bottle.",8954,7290108351569,מקסימה בייבי מבשם ומרכך למייבש כביסה,BABY מבשם ומרכך למייבש כביסה (₪2.65 ל-),2.65,לבית/ניקיון ותחזוקת הבית/כביסה/חומרי בישום לכביסה,52001
1,bottle,4.38,"The product name includes a volume measurement (500 ml), indicating it is a single bottle. No other pack indicators are present.",high,"The product is a mouthwash with a specified volume, treated as a single bottle.",8955,7290113810426,לייף מי פה להגנה על החניכיים500 GUM CARE,פה להגנה על החניכיים GUM CARE (₪4.38 ל-),4.38,טיפוח/היגיינת הפה/מי פה/מי פה מבוגרים,52001
1,bottle,1013.33,"The product name includes a volume measurement (30 מל), indicating it is a single bottle of 30ml. No other pack indicators are present.",high,"The product is a facial oil, typically sold in single bottles based on volume measurement.",8956,3666057030956,קלרינס שמן פנים ארומתרפי לוטוס 30 מל,"LOTUS שמן פנים ארומתרפי (₪1,013.33 ל-)",1013.33,טיפוח/טיפוח פנים/שמן פנים,52001
1,bottle,2.84,"The product name 'פינוק שמפו למניעת קשקשים עם תמציות צמחים' does not contain explicit pack quantity indicators. It is a shampoo, which is typically sold by volume. Assuming it is a single bottle based on the nature of the product.",high,"Shampoo is generally sold in bottles, and the lack of explicit pack indicators suggests a single item.",8957,7290116531250,פינוק שמפו למניעת קשקשים עם תמציות צמחים,למניעת קשקשים (₪2.84 ל-),2.84,טיפוח/טיפוח שיער/שמפו,52001
2,pair,34.9,"The product name contains the word 'זוג', which indicates a pair. Therefore, the pack quantity is 2. The current price is ₪17.45 per unit, so the normalized price is 17.45 × 2 = 34.9.",high,"The term 'זוג' clearly indicates that the product is sold as a pair, which aligns with the pricing per unit provided.",8959,7290119918669,זוג מוצצי סיליקון אורתודונטי +6 בנות,בייביז מוצצי סיליקון אורתודונטי +6 בנות (₪17.45 ליחידה),17.45,תינוקות ופעוטות/מוצצים ונשכנים/מוצצי סיליקון,52001
1,bottle,7.56,"The product name 'ג'וניור שטיפת פה לילדים 8+' does not contain any explicit pack quantity indicators such as units, capsules, or wipes. It is a mouthwash product, which typically comes in a single bottle. Therefore, I assume a pack_quantity of 1 with a unit_type of 'bottle'.",high,"The product is a liquid mouthwash, which is typically sold in single bottles. The price is given per bottle.",8962,7290108353389,אורביטול גוניור שטיפת פה לילדים 8+,ג'וניור שטיפת פה לילדים 8+ (₪7.56 ל-),7.56,טיפוח/היגיינת הפה/מי פה/מי פה ילדים,52001
1,bottle,20.45,"The product name 'אולטרסול ספריי שמן גזר בקבוק משאבה SPF20' indicates a single bottle of carrot oil spray with a pump. There are no explicit pack quantity indicators, and the product is described by volume (not relevant for pack quantity). Therefore, it is assumed to be one bottle.",high,"The product is a single bottle of spray oil, as indicated by the description and lack of pack indicators.",8963,7290019074441,אולטרסול ספריי שמן גזר בקבוק משאבה SPF20,שמן גזר בבקבוק משאבה 20SPF (₪20.45 ל-),20.45,טיפוח/הגנה מהשמש,52001
1,package,36.36,"The product name 'קרם פוליגונום לכף הרגל' does not contain any explicit pack quantity indicators or volume/weight measurements. Therefore, it is assumed to be a single package.",medium,"The product is a cream, typically sold as a single package unless otherwise specified.",8964,7290008017589,מורז כפתן קרם פוליגונום לכף הרגל,קרם פוליגונום לכף הרגל (₪36.36 ל-),36.36,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
1,bottle,16.97,"The product name 'got2b ספריי 300 מל' indicates a volume measurement of 300 ml, which is not a pack quantity. Therefore, it is treated as one bottle of 300 ml.",high,"The product is a hair spray with a specified volume, so it is treated as a single bottle.",8967,5012583105091,got2b ספריי 300 מל,ספריי לשיער למראה קשוח במיוחד אחיזה 6 (₪16.97 ל-),16.97,טיפוח/טיפוח שיער/תכשירים לעיצוב השיער/ספריי לשיער,52001
1,bottle,23.16,"The product name includes a volume measurement (250 מל), indicating it is a single bottle. No other pack indicators are present.",high,"The product is a lotion with a specified volume, treated as a single bottle.",8969,010181040313,פאלמרס תחליב עיסוי לסימני מתיחה 250 מל,PALMER'S תחליב עיסוי לסימני מתיחה (₪23.16 ל-),23.16,טיפוח/דרמוקוסמטיקה/טיפוח גוף דרמוקוסמטיקה,52001
